_id,name_cn,name_en,type,show_time,score,avatar
1228869,半个喜剧,半个喜剧,"爱情,喜剧",2019-12-20中国大陆上映,9.0,https://p0.meituan.net/movie/9064b787a533d85fa2d2f8ad486351861051512.jpg@1l_1e_1c_128w_180h
67517,名侦探柯南特典：怪盗基德诞生的秘密,名侦探柯南特典：怪盗基德诞生的秘密,"剧情,悬疑,犯罪",2010-04-24日本上映,暂无评分,https://p1.meituan.net/movie/d270e1cc8b74cdec6554ef4e645df8ab37160.jpg@1l_1e_1c_128w_180h
182,让子弹飞,让子弹飞,"剧情,喜剧,动作,西部",2010-12-16中国大陆上映,8.4,https://p0.meituan.net/movie/d0d4103a286a6d437f0b61a56dc4ea0f342110.jpg@1l_1e_1c_128w_180h
341628,侏罗纪世界2,侏罗纪世界2,"动作,冒险,科幻",2018-06-15中国大陆上映,8.6,https://p1.meituan.net/movie/53f4d6f5641335706b256574c0517b1793261.jpg@1l_1e_1c_128w_180h
916,哈利·波特与死亡圣器（下）,哈利·波特与死亡圣器（下）,"奇幻,冒险",2011-08-04中国大陆上映,9.0,https://p1.meituan.net/movie/bb0eca029cd25329776a4549b3fbe262924727.jpg@1l_1e_1c_128w_180h
246286,疯狂动物城,疯狂动物城,"动画,动作,冒险",2016-03-04中国大陆上映,9.5,https://p0.meituan.net/movie/9c79f4791bff2f85f1fd2a3ab09bc8e9358164.jpg@1l_1e_1c_128w_180h
78460,环太平洋：雷霆再起,环太平洋：雷霆再起,"动作,冒险,科幻",2018-03-23中国大陆上映,8.1,https://p1.meituan.net/movie/34f670e7776c2995ef58fea0eed8a36c340966.jpg@1l_1e_1c_128w_180h
78589,王牌特工：特工学院,王牌特工：特工学院,"喜剧,动作,冒险",2015-03-27中国大陆上映,9.2,https://p1.meituan.net/movie/5061c87a953c4570a199a0dd3c637d97786616.jpg@1l_1e_1c_128w_180h
262,复仇者联盟,复仇者联盟,"动作,科幻,奇幻,冒险",2012-05-05中国大陆上映,8.7,https://p0.meituan.net/movie/4286d8614c24fd6310266847c0314613419936.jpg@1l_1e_1c_128w_180h
79203,盗墓笔记,盗墓笔记,"惊悚,悬疑,奇幻",2016-08-05中国大陆上映,8.0,https://p0.meituan.net/movie/f102433d0e445907c8e80a8a40af2974306666.jpg@1l_1e_1c_128w_180h
342892,逃出绝命镇,逃出绝命镇,"恐怖,惊悚,悬疑",2017-02-24多平台上线,7.7,https://p1.meituan.net/movie/9c7ec9f9e5b5b2d4429a9b2854c5d381393498.jpg@1l_1e_1c_128w_180h
341284,误杀瞒天记,误杀瞒天记,"剧情,悬疑,犯罪",2015-07-31印度上映,7.2,https://p0.meituan.net/movie/9973a5ab74e40c34589f4ba9ca7ba930222170.jpg@1l_1e_1c_128w_180h
1218091,飞驰人生,飞驰人生,"喜剧,动作",2019-02-05中国大陆上映,8.8,https://p0.meituan.net/movie/894fb3b5d73f48148a79b7d8ad234f5010214941.jpg@1l_1e_1c_128w_180h
247535,功夫,功夫,"喜剧,动作,犯罪",2004-12-23中国大陆上映,9.1,https://p0.meituan.net/movie/63bee28db4fae342f3565be1c14a7640125600.jpg@1l_1e_1c_128w_180h
341516,狄仁杰之四大天王,狄仁杰之四大天王,"动作,悬疑,奇幻,武侠,古装",2018-07-27中国大陆上映,8.1,https://p0.meituan.net/movie/e71d863f0a0a0118f2acd7d641e5c8da358935.jpg@1l_1e_1c_128w_180h
333669,儿童警察 电影版,儿童警察 电影版,"喜剧,动作",2013-03-20日本上映,5.8,https://p1.meituan.net/movie/87723c687dae77f1854a61662396d35977521.jpg@1l_1e_1c_128w_180h
1206605,绿皮书,绿皮书,"剧情,喜剧,传记",2019-03-01中国大陆上映,9.5,https://p1.meituan.net/movie/c9b280de01549fcb71913edec05880585769972.jpg@1l_1e_1c_128w_180h
1228776,下一任：前任,下一任：前任,爱情,2019-05-01中国大陆上映,5.0,https://p0.meituan.net/moviemachine/409aca94fa1695a6bdb5206735189c11495127.jpg@1l_1e_1c_128w_180h
342507,阿特米斯的奇幻历险,阿特米斯的奇幻历险,"动作,冒险,家庭",2020-06-12美国上映,4.3,https://p1.meituan.net/moviemachine/93ce490e204fb620e4e35ed6fb81d0691239448.jpg@1l_1e_1c_128w_180h
78261,扫毒,扫毒,"剧情,犯罪",2013-11-29中国大陆上映,8.9,https://p1.meituan.net/movie/e2ad0353247f95543f105c65d35e6f30855059.jpg@1l_1e_1c_128w_180h
1240025,紫罗兰永恒花园,紫罗兰永恒花园,"动画,短片",2018-07-04日本上映,8.7,https://p0.meituan.net/movie/bf9e9ec82dddddce7328321b940b397079910.jpg@1l_1e_1c_128w_180h
1203884,与神同行2：因与缘,与神同行2：因与缘,"动作,奇幻",2018-08-01韩国上映,6.9,https://p0.meituan.net/movie/cbfab9670b355bd7d31a0bb80b558f19132226.jpg@1l_1e_1c_128w_180h
1176763,追龙,追龙,"动作,犯罪",2017-09-30中国大陆上映,9.0,https://p0.meituan.net/movie/ec94f934a538c148af034fb08bc06035133993.jpg@1l_1e_1c_128w_180h
78410,冰雪奇缘,冰雪奇缘,"喜剧,动画,歌舞,奇幻",2014-02-05中国大陆上映,9.5,https://p1.meituan.net/movie/fedbc276e6d499a0058bcd2debf8bb5f306092.jpg@1l_1e_1c_128w_180h
1189879,狮子王,狮子王,"剧情,动画,冒险",2019-07-12中国大陆上映,8.8,https://p0.meituan.net/moviemachine/7b9b0725ab5feae642e1fbba9fbb90fe3702078.jpg@1l_1e_1c_128w_180h
1203084,一出好戏,一出好戏,"剧情,喜剧",2018-08-10中国大陆上映,8.2,https://p0.meituan.net/movie/72d6a4b70e516629d3047466b57c9acd499923.jpg@1l_1e_1c_128w_180h
246012,加勒比海盗5：死无对证,加勒比海盗5：死无对证,"喜剧,动作,奇幻",2017-05-26中国大陆上映,8.9,https://p0.meituan.net/movie/b15490a94dbdac2a95176333142f3b725358875.jpg@1l_1e_1c_128w_180h
416,盗梦空间,盗梦空间,"剧情,科幻,悬疑,冒险",2010-09-01中国大陆上映,9.2,https://p1.meituan.net/movie/d40efe1183f29d5900f5c60be3c8a89d339225.jpg@1l_1e_1c_128w_180h
246390,从你的全世界路过,从你的全世界路过,"喜剧,爱情",2016-09-29中国大陆上映,8.6,https://p0.meituan.net/moviemachine/81c22b465524a86ff992b8c1d582751f9287251.jpg@1l_1e_1c_128w_180h
899,当幸福来敲门,当幸福来敲门,"剧情,家庭,传记",2008-01-17中国大陆上映,8.9,https://p1.meituan.net/movie/7d1d85610651dbe1c8687781a87d1008184950.jpg@1l_1e_1c_128w_180h
498327,惊悚,惊悚,短片,2017-06-03韩国上映,暂无评分,https://p0.meituan.net/movie/60ea7c7545c63c4d6e89e592a4d242ff228753.jpg@1l_1e_1c_128w_180h
246211,老炮儿,老炮儿,"剧情,动作",2015-12-24中国大陆上映,9.1,https://p0.meituan.net/movie/05a8011cbe22ce1caa299539f459fd1d187078.jpg@1l_1e_1c_128w_180h
247730,终结者：黑暗命运,终结者：黑暗命运,"动作,冒险,科幻",2019-11-01中国大陆上映,8.6,https://p0.meituan.net/movie/b932f7f678a3e28763b3b281b3e120ef13622509.jpg@1l_1e_1c_128w_180h
342068,寻梦环游记,寻梦环游记,"动画,冒险,家庭",2017-11-24中国大陆上映,9.6,https://p1.meituan.net/movie/14f9018b371d94dd812772704613babd475457.jpg@1l_1e_1c_128w_180h
410629,阿丽塔：战斗天使,阿丽塔：战斗天使,"动作,冒险,科幻",2019-02-22中国大陆上映,9.0,https://p0.meituan.net/movie/fc4dd6cd0c6f7db566a128cc05c475355664427.jpg@1l_1e_1c_128w_180h
346134,钢铁侠4,钢铁侠4,"剧情,动作,科幻",,暂无评分,https://p1.meituan.net/mmdb/36513a9464808a944dc8e49a6c5104e717065.jpg@1l_1e_1c_128w_180h
78429,复仇者联盟2：奥创纪元,复仇者联盟2：奥创纪元,"动作,科幻,奇幻,冒险",2015-05-12中国大陆上映,8.6,https://p1.meituan.net/movie/d1243f414fa7f8dfc2af7b902bd6872e364781.jpg@1l_1e_1c_128w_180h
1325149,我的爸爸是森林之王Ⅱ,我的爸爸是森林之王Ⅱ,"喜剧,动画",,暂无评分,https://p0.meituan.net/movie/3210f9ec0089e42a626df0a5cc28cf661009401.jpg@1l_1e_1c_128w_180h
246363,末日崩塌,末日崩塌,"动作,冒险,灾难",2015-06-02中国大陆上映,9.1,https://p1.meituan.net/movie/b00e92a91d064e18a82b6eecf3c20655331172.jpg@1l_1e_1c_128w_180h
1300746,蜡笔小新：激战！涂鸦王国和约四位勇士,蜡笔小新：激战！涂鸦王国和约四位勇士,动画,2020-04-24日本上映,暂无评分,https://p0.meituan.net/movie/e8b0add0f8ecd3e17eab32708d9cfe50185181.jpg@1l_1e_1c_128w_180h
346629,大侦探皮卡丘,大侦探皮卡丘,"冒险,奇幻,喜剧",2019-05-10中国大陆上映,8.6,https://p0.meituan.net/movie/f29c0f9ff0340d00085f4bc1a395ecf02603950.jpg@1l_1e_1c_128w_180h
79088,三少爷的剑,三少爷的剑,"剧情,动作,武侠",2016-12-02中国大陆上映,7.8,https://p0.meituan.net/movie/dbcc58a8c95cd983313a0b57bf758040367772.jpg@1l_1e_1c_128w_180h
1174518,“大”人物,“大”人物,"动作,犯罪",2019-01-10中国大陆上映,9.1,https://p0.meituan.net/movie/022be39618508dfeb13bf1433d80f082271058.jpg@1l_1e_1c_128w_180h
938,人再囧途之泰囧,人再囧途之泰囧,喜剧,2012-12-12中国大陆上映,8.7,https://p1.meituan.net/movie/b2ea38905f821dfe7e8be5689b1bb21f365633.jpg@1l_1e_1c_128w_180h
345862,妖猫传,妖猫传,"爱情,奇幻",2017-12-22中国大陆上映,7.5,https://p0.meituan.net/movie/1dd4a1544f793030519c71899d61e1c0336096.jpg@1l_1e_1c_128w_180h
1297,肖申克的救赎,肖申克的救赎,"剧情,犯罪",1994-09-23多平台上线,9.5,https://p0.meituan.net/movie/283292171619cdfd5b240c8fd093f1eb255670.jpg@1l_1e_1c_128w_180h
1299176,惊天营救,惊天营救,"动作,惊悚,犯罪",2020-04-24乐视视频独播,7.1,https://p1.meituan.net/movie/83d22d0c40a9856ba83d65ff6c7027ab224216.jpg@1l_1e_1c_128w_180h
346103,拆弹·专家,拆弹·专家,"动作,悬疑,犯罪",2017-04-28中国大陆上映,9.0,https://p0.meituan.net/movie/eaee349633b45cebf46785d6662a5e7b347918.jpg@1l_1e_1c_128w_180h
345875,风中有朵雨做的云,风中有朵雨做的云,"剧情,悬疑,犯罪",2019-04-04中国大陆上映,7.2,https://p0.meituan.net/movie/4d19230997f11ca77777ca3f376fff362959151.jpg@1l_1e_1c_128w_180h
1197417,使徒行者2：谍影行动,使徒行者2：谍影行动,"剧情,动作,犯罪",2019-08-07中国大陆上映,9.0,https://p0.meituan.net/movie/4ce0104f223d0df60340f40f01c561391345060.jpg@1l_1e_1c_128w_180h
1226057,寄生虫,寄生虫,"剧情,科幻",2019-05-30韩国上映,暂无评分,https://p0.meituan.net/moviemachine/df8671393ad97820db1c353acdfa7dc3832560.png@1l_1e_1c_128w_180h
78140,速度与激情6,速度与激情6,"动作,惊悚,犯罪",2013-07-26中国大陆上映,9.3,https://p0.meituan.net/movie/613a987ac7d8edd0b7bf8284bc1946b2260461.jpg@1l_1e_1c_128w_180h
64794,世界最大的影视城: 横店影视城,世界最大的影视城: 横店影视城,纪录片,2007-09-01中国大陆上映,6.7,https://p0.meituan.net/movie/93e18f768f28c15cc446bb042df6fe1635923.jpg@1l_1e_1c_128w_180h
342166,无双,无双,"动作,惊悚,犯罪",2018-09-30中国大陆上映,8.9,https://p0.meituan.net/movie/4d760dc11c241b55bd23622495175c71298563.jpg@1l_1e_1c_128w_180h
46818,怦然心动,怦然心动,"剧情,喜剧,爱情",2010-09-10多平台上线,8.9,https://p0.meituan.net/movie/15f1ac49b6d1ff7b71207672993ed6901536456.jpg@1l_1e_1c_128w_180h
1211482,熊出没·变形记,熊出没·变形记,"喜剧,动画,冒险",2018-02-16中国大陆上映,9.1,https://p0.meituan.net/movie/8a99acbac01d5fa5120a1ad9cf9643e0231700.jpg@1l_1e_1c_128w_180h
718,天堂电影院,天堂电影院,"剧情,爱情",1988-11-17意大利上映,9.2,https://p0.meituan.net/movie/76fc92cfa6c8f2959431b8aa604ef7ae126414.jpg@1l_1e_1c_128w_180h
247948,星球大战：最后的绝地武士,星球大战：最后的绝地武士,"动作,冒险,科幻",2018-01-05中国大陆上映,7.9,https://p1.meituan.net/movie/5388adcd715e0f065a5087145f82e6851003554.jpg@1l_1e_1c_128w_180h
332023,冰海陷落,冰海陷落,"动作,战争",2018-10-19英国上映,暂无评分,https://p0.meituan.net/movie/52c09e4201e6d44e55fff1fa892fbc81308811.jpg@1l_1e_1c_128w_180h
1197441,鬼话怪谈·祥云寺,鬼话怪谈·祥云寺,"惊悚,恐怖",2017-02-24中国大陆上映,暂无评分,https://p1.meituan.net/movie/dc43ecc1cf77972e9acb50db833789a9229352.jpg@1l_1e_1c_128w_180h
341173,王牌特工2：黄金圈,王牌特工2：黄金圈,"动作,冒险,喜剧",2017-10-20中国大陆上映,8.7,https://p1.meituan.net/movie/f4699eb4798d64ea313bbdf6a078bfea214795.jpg@1l_1e_1c_128w_180h
330357,电影 Smile 光之美少女! 儿童图画书里的世界都不协调！,电影 Smile 光之美少女! 儿童图画书里的世界都不协调！,动画,2012-10-27日本上映,暂无评分,https://p0.meituan.net/movie/42636f8219ddbbc1e33666fdfefecf2c457650.jpg@1l_1e_1c_128w_180h
74419,第一滴血5：最后的血,第一滴血5：最后的血,"动作,冒险,惊悚",2019-09-20美国上映,6.9,https://p0.meituan.net/movie/745051bed26d42704498dde04ea442d1263712.jpg@1l_1e_1c_128w_180h
341139,惊奇队长,惊奇队长,"动作,冒险,科幻",2019-03-08中国大陆上映,8.7,https://p0.meituan.net/movie/034069fc367db8a7d9644717b416cc2c332883.jpg@1l_1e_1c_128w_180h
1218727,何以为家,何以为家,剧情,2019-04-29中国大陆上映,9.3,https://p1.meituan.net/movie/d28b729ffe72353a72d1e7ef8a9b90591544978.jpg@1l_1e_1c_128w_180h
719872,熊出没的开垦地,熊出没的开垦地,动作,1932-04-14日本上映,暂无评分,https://p1.meituan.net/mmdb/9efcbbfcd8d12920ec7b37eaa3433f8128572.jpg@1l_1e_1c_128w_180h
247186,封神传奇,封神传奇,"动作,奇幻,古装",2016-07-29中国大陆上映,6.2,https://p0.meituan.net/movie/274ae599e5e8c050c19d36c98e41c9bd505160.jpg@1l_1e_1c_128w_180h
1217236,悲伤逆流成河,悲伤逆流成河,"剧情,爱情,家庭",2018-09-21中国大陆上映,9.0,https://p1.meituan.net/movie/e27ff51791134dc9cfd72417af9049af197718.jpg@1l_1e_1c_128w_180h
474310,哈利·波特禁忌之旅,哈利·波特禁忌之旅,"短片,冒险",2010-06-18美国上映,8.8,https://p0.meituan.net/movie/616aca53817d35c2785e56cd8b6f69c598993.jpg@1l_1e_1c_128w_180h
6032,野性的呼唤：育空的狗,野性的呼唤：育空的狗,冒险,1997-04-01中国大陆上映,7.7,https://p1.meituan.net/movie/9f05b294de6acaacdcef40df4171b5ef38627.jpg@1l_1e_1c_128w_180h
248677,老千2：神之手,老千2：神之手,"剧情,犯罪",2014-09-03韩国上映,7.0,https://p1.meituan.net/movie/03bc2b38ae6e52fb00895210f8459cfd293476.jpg@1l_1e_1c_128w_180h
1210950,小丑回魂2,小丑回魂2,"剧情,恐怖,奇幻",2019-09-06美国上映,6.5,https://p1.meituan.net/movie/0bb69141afa6cff2555045230b2aa538159730.jpg@1l_1e_1c_128w_180h
158,大话西游之大圣娶亲,大话西游之大圣娶亲,"喜剧,爱情,奇幻,古装",2014-10-24中国大陆上映,8.8,https://p1.meituan.net/moviemachine/508056769092059fe43a611b949f27d14863831.jpg@1l_1e_1c_128w_180h
